,date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead,dates
4848,2020/2/4,ä¸_,CN,å¤©æ´¥å¸,120000,è¥¿é__,120111,3,0,0,0,2020/2/4
4849,2020/2/4,ä¸_,CN,å¤©æ´¥å¸,120000,æ´¥å__,120112,1,0,0,0,2020/2/4
4850,2020/2/4,ä¸_,CN,å¤©æ´¥å¸,120000,å®___,120115,13,0,0,0,2020/2/4
4851,2020/2/4,ä¸_,CN,å¤©æ´¥å¸,120000,æ»¨æµ·_°å_,120116,2,0,0,0,2020/2/4
4852,2020/2/4,ä¸_,CN,å¤©æ´¥å¸,120000,å®_²³_,120117,4,0,0,0,2020/2/4
4853,2020/2/4,ä¸_,CN,æ²³å__,130000,,,135,117,4,1,2020/2/4
4854,2020/2/4,ä¸_,CN,æ²³å__,130000,_³ååº__,130100,21,33,1,0,2020/2/4
4855,2020/2/4,ä¸_,CN,æ²³å__,130000,__±±å¸,130200,12,2,0,0,2020/2/4
4856,2020/2/4,ä¸_,CN,æ²³å__,130000,ç§¦ç_å²__,130300,3,4,0,0,2020/2/4
4857,2020/2/4,ä¸_,CN,æ²³å__,130000,__å¸,130400,14,2,0,0,2020/2/4
4858,2020/2/4,ä¸_,CN,æ²³å__,130000,_¢å_å¸,130500,16,5,0,0,2020/2/4
4859,2020/2/4,ä¸_,CN,æ²³å__,130000,ä¿__å¸,130600,17,0,2,0,2020/2/4
4860,2020/2/4,ä¸_,CN,æ²³å__,130000,å®__å¸,130682,0,2,0,0,2020/2/4
4861,2020/2/4,ä¸_,CN,æ²³å__,130000,å¼__£å_,130700,10,2,0,0,2020/2/4
4862,2020/2/4,ä¸_,CN,æ²³å__,130000,_¿å¾·å¸,130800,4,0,0,0,2020/2/4
4863,2020/2/4,ä¸_,CN,æ²³å__,130000,æ²§å_å¸,130900,20,6,0,1,2020/2/4
4864,2020/2/4,ä¸_,CN,æ²³å__,130000,å»__å¸,131000,13,0,1,0,2020/2/4
4865,2020/2/4,ä¸_,CN,æ²³å__,130000,è¡¡æ°´å¸,131100,5,2,0,0,2020/2/4
4866,2020/2/4,ä¸_,CN,å±±è¥¿_,140000,,,81,42,4,0,2020/2/4
4867,2020/2/4,ä¸_,CN,å±±è¥¿_,140000,å¤_å¸,140100,9,0,1,0,2020/2/4
4868,2020/2/4,ä¸_,CN,å±±è¥¿_,140000,å¤§å_å¸,140200,9,0,0,0,2020/2/4
4869,2020/2/4,ä¸_,CN,å±±è¥¿_,140000,_³æ_å¸,140300,2,0,0,0,2020/2/4
4870,2020/2/4,ä¸_,CN,å±±è¥¿_,140000,_¿æ²»å¸,140400,3,0,0,0,2020/2/4
4871,2020/2/4,ä¸_,CN,å±±è¥¿_,140000,___å¸,140500,7,0,0,0,2020/2/4
4872,2020/2/4,ä¸_,CN,å±±è¥¿_,140000,___å¸,140600,4,0,0,0,2020/2/4
4873,2020/2/4,ä¸_,CN,å±±è¥¿_,140000,__¸­å¸,140700,21,0,2,0,2020/2/4
4874,2020/2/4,ä¸_,CN,å±±è¥¿_,140000,è¿__å¸,140800,17,0,1,0,2020/2/4
4875,2020/2/4,ä¸_,CN,å±±è¥¿_,140000,å¿»å_å¸,140900,3,0,0,0,2020/2/4
4876,2020/2/4,ä¸_,CN,å±±è¥¿_,140000,ä¸´æ±¾å¸,141000,1,0,0,0,2020/2/4
4877,2020/2/4,ä¸_,CN,å±±è¥¿_,140000,__å¸,141100,5,0,0,0,2020/2/4
4878,2020/2/4,ä¸_,CN,____¤è_æ²»å_,150000,,,42,3,1,0,2020/2/4
4879,2020/2/4,ä¸_,CN,____¤è_æ²»å_,150000,_¼å_æµ©ç_å¸,150100,5,0,0,0,2020/2/4
4880,2020/2/4,ä¸_,CN,____¤è_æ²»å_,150000,__¤´å¸,150200,7,0,0,0,2020/2/4
4881,2020/2/4,ä¸_,CN,____¤è_æ²»å_,150000,ä¹_µ·å¸,150300,2,0,0,0,2020/2/4
4882,2020/2/4,ä¸_,CN,____¤è_æ²»å_,150000,èµ¤å³°å¸,150400,3,1,0,0,2020/2/4
4883,2020/2/4,ä¸_,CN,____¤è_æ²»å_,150000,__¾½å¸,150500,1,0,0,0,2020/2/4
4884,2020/2/4,ä¸_,CN,____¤è_æ²»å_,150000,___å¤__å¸,150600,11,1,0,0,2020/2/4
4885,2020/2/4,ä¸_,CN,____¤è_æ²»å_,150000,_¼ä¼¦è´__å¸,150700,3,0,1,0,2020/2/4
4886,2020/2/4,ä¸_,CN,____¤è_æ²»å_,150000,å·´å½¦æ·__å¸,150800,4,2,0,0,2020/2/4
4887,2020/2/4,ä¸_,CN,____¤è_æ²»å_,150000,ä¹__å¯__å¸,150900,3,0,0,0,2020/2/4
4888,2020/2/4,ä¸_,CN,____¤è_æ²»å_,150000,_´å__,152200,1,0,0,0,2020/2/4
4889,2020/2/4,ä¸_,CN,____¤è_æ²»å_,150000,_¡æ____,152500,2,0,0,0,2020/2/4
4890,2020/2/4,ä¸_,CN,è¾½å__,210000,,,81,0,2,0,2020/2/4
4891,2020/2/4,ä¸_,CN,è¾½å__,210000,æ²__å¸,210100,18,0,0,0,2020/2/4
4892,2020/2/4,ä¸_,CN,è¾½å__,210000,å¤§è_å¸,210200,13,0,2,0,2020/2/4
4893,2020/2/4,ä¸_,CN,è¾½å__,210000,__±±å¸,210300,1,0,0,0,2020/2/4
4894,2020/2/4,ä¸_,CN,è¾½å__,210000,_ºªå¸,210500,3,0,0,0,2020/2/4
4895,2020/2/4,ä¸_,CN,è¾½å__,210000,ä¸¹ä_å¸,210600,6,0,0,0,2020/2/4
4896,2020/2/4,ä¸_,CN,è¾½å__,210000,_¦å_å¸,210700,7,0,0,0,2020/2/4
4897,2020/2/4,ä¸_,CN,è¾½å__,210000,_¥å_å¸,210800,1,0,0,0,2020/2/4
4898,2020/2/4,ä¸_,CN,è¾½å__,210000,___å¸,210900,7,0,0,0,2020/2/4
4899,2020/2/4,ä¸_,CN,è¾½å__,210000,è¾½é_å¸,211000,2,0,0,0,2020/2/4
4900,2020/2/4,ä¸_,CN,è¾½å__,210000,___å¸,211100,8,0,0,0,2020/2/4
4901,2020/2/4,ä¸_,CN,è¾½å__,210000,__²­å¸,211200,3,0,0,0,2020/2/4
4902,2020/2/4,ä¸_,CN,è¾½å__,210000,___å¸,211300,6,0,0,0,2020/2/4
4903,2020/2/4,ä¸_,CN,è¾½å__,210000,__å²__,211400,6,0,0,0,2020/2/4
4904,2020/2/4,ä¸_,CN,____,220000,,,54,58,1,0,2020/2/4
4905,2020/2/4,ä¸_,CN,____,220000,_¿æ_å¸,220100,27,0,1,0,2020/2/4
4906,2020/2/4,ä¸_,CN,____,220000,___å¸,220200,5,0,0,0,2020/2/4
4907,2020/2/4,ä¸_,CN,____,220000,__¹³å¸,220300,8,0,0,0,2020/2/4
4908,2020/2/4,ä¸_,CN,____,220000,_¸»å²_,220381,4,0,0,0,2020/2/4
4909,2020/2/4,ä¸_,CN,____,220000,è¾½æ_å¸,220400,3,0,0,0,2020/2/4
4910,2020/2/4,ä¸_,CN,____,220000,___å¸,220500,1,0,0,0,2020/2/4
4911,2020/2/4,ä¸_,CN,____,220000,_¾å_å¸,220700,2,0,0,0,2020/2/4
4912,2020/2/4,ä¸_,CN,____,220000,å»¶è¾¹______æ²»å_,222400,3,0,0,0,2020/2/4
4913,2020/2/4,ä¸_,CN,é»__æ±__,230000,,,190,184,4,2,2020/2/4
4914,2020/2/4,ä¸_,CN,é»__æ±__,230000,___æ»¨å_,230100,73,0,4,0,2020/2/4
4915,2020/2/4,ä¸_,CN,é»__æ±__,230000,é½_____å¸,230200,20,0,0,0,2020/2/4
4916,2020/2/4,ä¸_,CN,é»__æ±__,230000,é¸¡è¥¿å¸,230300,12,0,0,0,2020/2/4
4917,2020/2/4,ä¸_,CN,é»__æ±__,230000,é¹¤å_å¸,230400,2,0,0,0,2020/2/4
4918,2020/2/4,ä¸_,CN,é»__æ±__,230000,__¸­å±±å_,230500,16,0,0,0,2020/2/4
4919,2020/2/4,ä¸_,CN,é»__æ±__,230000,å¤§å_å¸,230600,11,0,0,0,2020/2/4
4920,2020/2/4,ä¸_,CN,é»__æ±__,230000,ä½³æ___,230800,11,0,0,0,2020/2/4
4921,2020/2/4,ä¸_,CN,é»__æ±__,230000,ä¸__æ²³å_,230900,9,0,0,0,2020/2/4
4922,2020/2/4,ä¸_,CN,é»__æ±__,230000,_¡ä¸¹æ±__,231000,9,0,0,0,2020/2/4
4923,2020/2/4,ä¸_,CN,é»__æ±__,230000,é»_²³å¸,231100,1,0,0,0,2020/2/4
4924,2020/2/4,ä¸_,CN,é»__æ±__,230000,ç»¥å_å¸,231200,24,0,0,2,2020/2/4
4925,2020/2/4,ä¸_,CN,é»__æ±__,230000,å¤§å_å®_²­_°å_,232700,2,0,0,0,2020/2/4
4926,2020/2/4,ä¸_,CN,ä¸_µ·å¸,310000,,,233,194,12,1,2020/2/4
4927,2020/2/4,ä¸_,CN,ä¸_µ·å¸,310000,å¤___¥æ²ª,,84,0,0,0,2020/2/4
4928,2020/2/4,ä¸_,CN,ä¸_µ·å¸,310000,é»_µ¦_,310101,5,0,0,0,2020/2/4
4929,2020/2/4,ä¸_,CN,ä¸_µ·å¸,310000,å¾___,310104,12,0,0,0,2020/2/4
4930,2020/2/4,ä¸_,CN,ä¸_µ·å¸,310000,_¿å__,310105,9,0,0,0,2020/2/4
4931,2020/2/4,ä¸_,CN,ä¸_µ·å¸,310000,____,310106,12,0,0,0,2020/2/4
4932,2020/2/4,ä¸_,CN,ä¸_µ·å¸,310000,___,310107,6,0,0,0,2020/2/4
4933,2020/2/4,ä¸_,CN,ä¸_µ·å¸,310000,_¹å__,310109,5,0,0,0,2020/2/4
4934,2020/2/4,ä¸_,CN,ä¸_µ·å¸,310000,_¨æµ¦_,310110,6,0,0,0,2020/2/4
4935,2020/2/4,ä¸_,CN,ä¸_µ·å¸,310000,_µè_,310112,11,0,0,0,2020/2/4
4936,2020/2/4,ä¸_,CN,ä¸_µ·å¸,310000,å®_±±_,310113,12,0,0,0,2020/2/4
4937,2020/2/4,ä¸_,CN,ä¸_µ·å¸,310000,____,310114,3,0,0,0,2020/2/4
4938,2020/2/4,ä¸_,CN,ä¸_µ·å¸,310000,æµ¦ä__°å_,310115,45,0,0,0,2020/2/4
4939,2020/2/4,ä¸_,CN,ä¸_µ·å¸,310000,__±±_,310116,2,0,0,0,2020/2/4
4940,2020/2/4,ä¸_,CN,ä¸_µ·å¸,310000,_¾æ__,310117,9,0,0,0,2020/2/4
4941,2020/2/4,ä¸_,CN,ä¸_µ·å¸,310000,__µ¦_,310118,4,0,0,0,2020/2/4
4942,2020/2/4,ä¸_,CN,ä¸_µ·å¸,310000,å¥_´¤_,310120,6,0,0,0,2020/2/4
4943,2020/2/4,ä¸_,CN,ä¸_µ·å¸,310000,å´___,310151,2,0,0,0,2020/2/4
4944,2020/2/4,ä¸_,CN,æ±___,320000,,,341,0,13,0,2020/2/4
4945,2020/2/4,ä¸_,CN,æ±___,320000,__º¬å¸,320100,47,0,4,0,2020/2/4
4946,2020/2/4,ä¸_,CN,æ±___,320000,___å¸,320200,26,0,1,0,2020/2/4
4947,2020/2/4,ä¸_,CN,æ±___,320000,å¾__å¸,320300,45,0,0,0,2020/2/4
4948,2020/2/4,ä¸_,CN,æ±___,320000,å¸¸å_å¸,320400,24,0,2,0,2020/2/4
4949,2020/2/4,ä¸_,CN,æ±___,320000,___å¸,320500,2,0,3,0,2020/2/4
4950,2020/2/4,ä¸_,CN,æ±___,320000,____,320600,1,0,0,0,2020/2/4
4951,2020/2/4,ä¸_,CN,æ±___,320000,è¿__æ¸_,320700,20,0,1,0,2020/2/4
4952,2020/2/4,ä¸_,CN,æ±___,320000,æ·_å¸,320800,26,0,1,0,2020/2/4
4953,2020/2/4,ä¸_,CN,æ±___,320000,___å¸,320900,15,0,0,0,2020/2/4
4954,2020/2/4,ä¸_,CN,æ±___,320000,__å¸,321000,15,0,0,0,2020/2/4
4955,2020/2/4,ä¸_,CN,æ±___,320000,___å¸,321100,6,0,0,0,2020/2/4
4956,2020/2/4,ä¸_,CN,æ±___,320000,æ³°å_å¸,321200,26,0,1,0,2020/2/4
4957,2020/2/4,ä¸_,CN,æ±___,320000,å®¿è_å¸,321300,11,0,0,0,2020/2/4
4958,2020/2/4,ä¸_,CN,æµ___,330000,,,895,0,63,0,2020/2/4
4959,2020/2/4,ä¸_,CN,æµ___,330000,__å¸,330100,141,0,7,0,2020/2/4
4960,2020/2/4,ä¸_,CN,æµ___,330000,å®_³¢å¸,330200,120,0,4,0,2020/2/4
4961,2020/2/4,ä¸_,CN,æµ___,330000,æ¸©å_å¸,330300,364,0,28,0,2020/2/4
4962,2020/2/4,ä¸_,CN,æµ___,330000,___å¸,330400,27,0,0,0,2020/2/4
4963,2020/2/4,ä¸_,CN,æµ___,330000,æ¹__å¸,330500,9,0,1,0,2020/2/4
4964,2020/2/4,ä¸_,CN,æµ___,330000,ç»__å¸,330600,30,0,3,0,2020/2/4
4965,2020/2/4,ä¸_,CN,æµ___,330000,___å¸,330700,44,0,6,0,2020/2/4
4966,2020/2/4,ä¸_,CN,æµ___,330000,è¡¢å_å¸,330800,15,0,0,0,2020/2/4
4967,2020/2/4,ä¸_,CN,æµ___,330000,__±±å¸,330900,7,0,2,0,2020/2/4
4968,2020/2/4,ä¸_,CN,æµ___,330000,_°å_å¸,331000,122,0,11,0,2020/2/4
4969,2020/2/4,ä¸_,CN,æµ___,330000,ä¸½æ°´å¸,331100,16,0,1,0,2020/2/4
4970,2020/2/4,ä¸_,CN,å®_¾½_,340000,,,530,0,20,0,2020/2/4
4971,2020/2/4,ä¸_,CN,å®_¾½_,340000,___å¸,340100,93,7,5,0,2020/2/4
4972,2020/2/4,ä¸_,CN,å®_¾½_,340000,___å¸,340200,23,2,1,0,2020/2/4
4973,2020/2/4,ä¸_,CN,å®_¾½_,340000,___å¸,340300,48,8,0,0,2020/2/4
4974,2020/2/4,ä¸_,CN,å®_¾½_,340000,æ·_å¸,340400,12,0,0,0,2020/2/4
4975,2020/2/4,ä¸_,CN,å®_¾½_,340000,é©_å±±å_,340500,30,0,0,0,2020/2/4
4976,2020/2/4,ä¸_,CN,å®_¾½_,340000,æ·_å¸,340600,14,6,0,0,2020/2/4
4977,2020/2/4,ä¸_,CN,å®_¾½_,340000,___å¸,340700,19,1,1,0,2020/2/4
4978,2020/2/4,ä¸_,CN,å®_¾½_,340000,å®__å¸,340800,56,7,3,0,2020/2/4
4979,2020/2/4,ä¸_,CN,å®_¾½_,340000,é»_±±å¸,341000,9,0,0,0,2020/2/4
4980,2020/2/4,ä¸_,CN,å®_¾½_,340000,æ»__å¸,341100,11,0,2,0,2020/2/4
4981,2020/2/4,ä¸_,CN,å®_¾½_,340000,___å¸,341200,84,14,3,0,2020/2/4
4982,2020/2/4,ä¸_,CN,å®_¾½_,340000,å®¿å_å¸,341300,24,1,0,0,2020/2/4
4983,2020/2/4,ä¸_,CN,å®_¾½_,340000,__å¸,341500,34,14,1,0,2020/2/4
4984,2020/2/4,ä¸_,CN,å®_¾½_,340000,äº³å_å¸,341600,58,2,2,0,2020/2/4
4985,2020/2/4,ä¸_,CN,å®_¾½_,340000,æ±__å¸,341700,11,0,1,0,2020/2/4
4986,2020/2/4,ä¸_,CN,å®_¾½_,340000,å®£å_å¸,341800,4,1,1,0,2020/2/4
4987,2020/2/4,ä¸_,CN,ç¦_»º_,350000,,,205,91,7,0,2020/2/4
4988,2020/2/4,ä¸_,CN,ç¦_»º_,350000,ç¦__å¸,350100,55,22,0,0,2020/2/4
4989,2020/2/4,ä¸_,CN,ç¦_»º_,350000,å¹³æ½­_,350128,0,2,0,0,2020/2/4
4990,2020/2/4,ä¸_,CN,ç¦_»º_,350000,_¦é_å¸,350200,21,22,0,0,2020/2/4
4991,2020/2/4,ä¸_,CN,ç¦_»º_,350000,___å¸,350300,38,19,0,0,2020/2/4
4992,2020/2/4,ä¸_,CN,ç¦_»º_,350000,ä¸__å¸,350400,11,0,0,0,2020/2/4
4993,2020/2/4,ä¸_,CN,ç¦_»º_,350000,æ³__å¸,350500,37,8,0,0,2020/2/4
4994,2020/2/4,ä¸_,CN,ç¦_»º_,350000,æ¼³å_å¸,350600,15,3,0,0,2020/2/4
4995,2020/2/4,ä¸_,CN,ç¦_»º_,350000,__¹³å¸,350700,12,2,0,0,2020/2/4
4996,2020/2/4,ä¸_,CN,ç¦_»º_,350000,é¾_²©å¸,350800,2,6,0,0,2020/2/4
4997,2020/2/4,ä¸_,CN,ç¦_»º_,350000,å®_¾·å¸,350900,14,7,0,0,2020/2/4
4998,2020/2/4,ä¸_,CN,æ±_¥¿_,360000,,,548,0,27,0,2020/2/4
4999,2020/2/4,ä¸_,CN,æ±_¥¿_,360000,___å¸,360100,134,0,7,0,2020/2/4
5000,2020/2/4,ä¸_,CN,æ±_¥¿_,360000,_¾·___,360200,4,0,1,0,2020/2/4
5001,2020/2/4,ä¸_,CN,æ±_¥¿_,360000,__¹¡å¸,360300,22,0,1,0,2020/2/4
5002,2020/2/4,ä¸_,CN,æ±_¥¿_,360000,ä¹__å¸,360400,86,0,2,0,2020/2/4
5003,2020/2/4,ä¸_,CN,æ±_¥¿_,360000,_°ä_å¸,360500,69,0,4,0,2020/2/4
5004,2020/2/4,ä¸_,CN,æ±_¥¿_,360000,é¹°æ½­å¸,360600,9,0,0,0,2020/2/4
5005,2020/2/4,ä¸_,CN,æ±_¥¿_,360000,èµ£å_å¸,360700,48,0,1,0,2020/2/4
5006,2020/2/4,ä¸_,CN,æ±_¥¿_,360000,___å¸,360800,15,0,1,0,2020/2/4
5007,2020/2/4,ä¸_,CN,æ±_¥¿_,360000,å®__å¸,360900,48,0,4,0,2020/2/4
5008,2020/2/4,ä¸_,CN,æ±_¥¿_,360000,___å¸,361000,44,0,1,0,2020/2/4
5009,2020/2/4,ä¸_,CN,æ±_¥¿_,360000,ä¸_¥¶å¸,361100,69,0,5,0,2020/2/4
5010,2020/2/4,ä¸_,CN,å±±ä__,370000,,,298,94,13,0,2020/2/4
5011,2020/2/4,ä¸_,CN,å±±ä__,370000,æµ__å¸,370100,29,19,0,0,2020/2/4
5012,2020/2/4,ä¸_,CN,å±±ä__,370000,___å¸,370200,34,28,3,0,2020/2/4
5013,2020/2/4,ä¸_,CN,å±±ä__,370000,æ·__å¸,370300,14,1,0,0,2020/2/4
5014,2020/2/4,ä¸_,CN,å±±ä__,370000,_£å_å¸,370400,17,1,0,0,2020/2/4
5015,2020/2/4,ä¸_,CN,å±±ä__,370000,___å¸,370600,26,0,0,0,2020/2/4
5016,2020/2/4,ä¸_,CN,å±±ä__,370000,æ½__å¸,370700,16,3,0,0,2020/2/4
5017,2020/2/4,ä¸_,CN,å±±ä__,370000,æµ__å¸,370800,23,8,3,0,2020/2/4
5018,2020/2/4,ä¸_,CN,å±±ä__,370000,æ³°å_å¸,370900,14,11,1,0,2020/2/4
5019,2020/2/4,ä¸_,CN,å±±ä__,370000,å¨_µ·å¸,371000,27,0,2,0,2020/2/4
5020,2020/2/4,ä¸_,CN,å±±ä__,370000,_¥ç_å¸,371100,14,0,0,0,2020/2/4
5021,2020/2/4,ä¸_,CN,å±±ä__,370000,ä¸´æ_å¸,371300,30,6,1,0,2020/2/4
5022,2020/2/4,ä¸_,CN,å±±ä__,370000,å¾·å_å¸,371400,19,13,1,0,2020/2/4
5023,2020/2/4,ä¸_,CN,å±±ä__,370000,___å¸,371500,12,3,0,0,2020/2/4
5024,2020/2/4,ä¸_,CN,å±±ä__,370000,æ»¨å_å¸,371600,11,1,0,0,2020/2/4
5025,2020/2/4,ä¸_,CN,å±±ä__,370000,__³½å¸,371700,12,0,1,0,2020/2/4
5026,2020/2/4,ä¸_,CN,æ²³å__,410000,,,764,52,41,2,2020/2/4
5027,2020/2/4,ä¸_,CN,æ²³å__,410000,___å¸,410100,92,0,0,0,2020/2/4
5028,2020/2/4,ä¸_,CN,æ²³å__,410000,å¼å°__,410200,17,0,0,0,2020/2/4
5029,2020/2/4,ä¸_,CN,æ²³å__,410000,æ´__å¸,410300,17,0,0,0,2020/2/4
5030,2020/2/4,ä¸_,CN,æ²³å__,410000,å¹³é¡¶å±±å_,410400,34,0,0,0,2020/2/4
5031,2020/2/4,ä¸_,CN,æ²³å__,410000,å®__å¸,410500,35,0,0,0,2020/2/4
5032,2020/2/4,ä¸_,CN,æ²³å__,410000,é¹¤åå¸,410600,10,0,0,0,2020/2/4
5033,2020/2/4,ä¸_,CN,æ²³å__,410000,_°ä¹¡å¸,410700,39,0,0,0,2020/2/4
5034,2020/2/4,ä¸_,CN,æ²³å__,410000,_¦ä_å¸,410800,15,0,0,0,2020/2/4
5035,2020/2/4,ä¸_,CN,æ²³å__,410000,æ¿_å¸,410900,4,0,0,0,2020/2/4
5036,2020/2/4,ä¸_,CN,æ²³å__,410000,è®¸æ_å¸,411000,24,0,0,0,2020/2/4
5037,2020/2/4,ä¸_,CN,æ²³å__,410000,æ¼²³å¸,411100,24,0,0,0,2020/2/4
5038,2020/2/4,ä¸_,CN,æ²³å__,410000,ä¸__å³¡å_,411200,7,0,0,0,2020/2/4
5039,2020/2/4,ä¸_,CN,æ²³å__,410000,___å¸,411300,107,0,0,1,2020/2/4
5040,2020/2/4,ä¸_,CN,æ²³å__,410000,___å¸,411400,61,0,0,0,2020/2/4
5041,2020/2/4,ä¸_,CN,æ²³å__,410000,ä¿¡é_å¸,411500,138,0,0,0,2020/2/4
5042,2020/2/4,ä¸_,CN,æ²³å__,410000,_¨å_å¸,411600,56,0,0,0,2020/2/4
5043,2020/2/4,ä¸_,CN,æ²³å__,410000,é©»é©¬åº__,411700,82,0,0,0,2020/2/4
5044,2020/2/4,ä¸_,CN,æ²³å__,410000,æµ__å¸,419001,2,0,0,0,2020/2/4
5045,2020/2/4,ä¸_,CN,æ¹___,420000,,,16678,0,520,479,2020/2/4
5046,2020/2/4,ä¸_,CN,æ¹___,420000,æ­¦æ_å¸,420100,8351,0,0,362,2020/2/4
5047,2020/2/4,ä¸_,CN,æ¹___,420000,é»__å¸,420200,509,0,0,2,2020/2/4
5048,2020/2/4,ä¸_,CN,æ¹___,420000,___å¸,420300,318,0,0,0,2020/2/4
5049,2020/2/4,ä¸_,CN,æ¹___,420000,å®__å¸,420500,496,0,0,4,2020/2/4
5050,2020/2/4,ä¸_,CN,æ¹___,420000,è¥__å¸,420600,735,0,0,2,2020/2/4
5051,2020/2/4,ä¸_,CN,æ¹___,420000,___å¸,420700,382,0,0,18,2020/2/4
5052,2020/2/4,ä¸_,CN,æ¹___,420000,___å¸,420800,422,0,0,16,2020/2/4
5053,2020/2/4,ä¸_,CN,æ¹___,420000,å­__å¸,420900,1462,0,0,18,2020/2/4
5054,2020/2/4,ä¸_,CN,æ¹___,420000,___å¸,421000,713,0,0,9,2020/2/4
5055,2020/2/4,ä¸_,CN,æ¹___,420000,é»__å¸,421100,1645,0,0,25,2020/2/4
5056,2020/2/4,ä¸_,CN,æ¹___,420000,_¸å_å¸,421200,384,0,0,0,2020/2/4
5057,2020/2/4,ä¸_,CN,æ¹___,420000,___å¸,421300,706,0,0,8,2020/2/4
5058,2020/2/4,ä¸_,CN,æ¹___,420000,_©æ_________æ²»å_,422800,138,0,0,0,2020/2/4
5059,2020/2/4,ä¸_,CN,æ¹___,420000,ä»_å¸,429004,225,0,0,4,2020/2/4
5060,2020/2/4,ä¸_,CN,æ¹___,420000,æ½__å¸,429005,54,0,0,1,2020/2/4
5061,2020/2/4,ä¸_,CN,æ¹___,420000,å¤©é_å¸,429006,128,0,0,10,2020/2/4
5062,2020/2/4,ä¸_,CN,æ¹___,420000,ç¥___¶æ__,429021,10,0,0,0,2020/2/4
5063,2020/2/4,ä¸_,CN,æ¹___,430000,,,661,0,35,0,2020/2/4
5064,2020/2/4,ä¸_,CN,æ¹___,430000,_¿æ_å¸,430100,164,0,6,0,2020/2/4
5065,2020/2/4,ä¸_,CN,æ¹___,430000,_´²å¸,430200,38,0,2,0,2020/2/4
5066,2020/2/4,ä¸_,CN,æ¹___,430000,æ¹_½­å¸,430300,23,0,4,0,2020/2/4
5067,2020/2/4,ä¸_,CN,æ¹___,430000,è¡¡é_å¸,430400,39,0,5,0,2020/2/4
5068,2020/2/4,ä¸_,CN,æ¹___,430000,_µé_å¸,430500,68,0,2,0,2020/2/4
5069,2020/2/4,ä¸_,CN,æ¹___,430000,å²³é_å¸,430600,89,0,0,0,2020/2/4
5070,2020/2/4,ä¸_,CN,æ¹___,430000,å¸¸å¾·å¸,430700,56,0,3,0,2020/2/4
5071,2020/2/4,ä¸_,CN,æ¹___,430000,å¼____,430800,3,0,0,0,2020/2/4
5072,2020/2/4,ä¸_,CN,æ¹___,430000,___å¸,430900,40,0,1,0,2020/2/4
5073,2020/2/4,ä¸_,CN,æ¹___,430000,_´å_å¸,431000,24,0,1,0,2020/2/4
5074,2020/2/4,ä¸_,CN,æ¹___,430000,æ°¸å_å¸,431100,30,0,5,0,2020/2/4
5075,2020/2/4,ä¸_,CN,æ¹___,430000,____,431200,35,0,2,0,2020/2/4
5076,2020/2/4,ä¸_,CN,æ¹___,430000,å¨__å¸,431300,45,0,3,0,2020/2/4
5077,2020/2/4,ä¸_,CN,æ¹___,430000,æ¹_¥¿________æ²»å_,433100,7,0,1,0,2020/2/4
5078,2020/2/4,ä¸_,CN,å¹¿ä__,440000,,,870,136,32,0,2020/2/4
5079,2020/2/4,ä¸_,CN,å¹¿ä__,440000,å¹¿å_å¸,440100,237,0,0,0,2020/2/4
5080,2020/2/4,ä¸_,CN,å¹¿ä__,440000,_¶å_å¸,440200,6,0,0,0,2020/2/4
5081,2020/2/4,ä¸_,CN,å¹¿ä__,440000,æ·±å_å¸,440300,289,0,0,0,2020/2/4
5082,2020/2/4,ä¸_,CN,å¹¿ä__,440000,__µ·å¸,440400,69,0,0,0,2020/2/4
5083,2020/2/4,ä¸_,CN,å¹¿ä__,440000,æ±_¤´å¸,440500,20,0,0,0,2020/2/4
5084,2020/2/4,ä¸_,CN,å¹¿ä__,440000,ä½_±±å¸,440600,49,0,0,0,2020/2/4
5085,2020/2/4,ä¸_,CN,å¹¿ä__,440000,æ±__å¸,440700,7,0,0,0,2020/2/4
5086,2020/2/4,ä¸_,CN,å¹¿ä__,440000,æ¹__å¸,440800,18,0,0,0,2020/2/4
5087,2020/2/4,ä¸_,CN,å¹¿ä__,440000,___å¸,440900,6,0,0,0,2020/2/4
5088,2020/2/4,ä¸_,CN,å¹¿ä__,440000,___å¸,441200,11,0,0,0,2020/2/4
5089,2020/2/4,ä¸_,CN,å¹¿ä__,440000,___å¸,441300,31,0,0,0,2020/2/4
5090,2020/2/4,ä¸_,CN,å¹¿ä__,440000,æ¢__å¸,441400,10,0,0,0,2020/2/4
5091,2020/2/4,ä¸_,CN,å¹¿ä__,440000,æ±_°¾å¸,441500,5,0,0,0,2020/2/4
5092,2020/2/4,ä¸_,CN,å¹¿ä__,440000,æ²³æ_å¸,441600,1,0,0,0,2020/2/4
5093,2020/2/4,ä¸_,CN,å¹¿ä__,440000,_³æ_å¸,441700,12,0,0,0,2020/2/4
5094,2020/2/4,ä¸_,CN,å¹¿ä__,440000,æ¸__å¸,441800,10,0,0,0,2020/2/4
5095,2020/2/4,ä¸_,CN,å¹¿ä__,440000,ä¸__å¸,441900,44,0,0,0,2020/2/4
5096,2020/2/4,ä¸_,CN,å¹¿ä__,440000,ä¸±±å¸,442000,35,0,0,0,2020/2/4
5097,2020/2/4,ä¸_,CN,å¹¿ä__,440000,æ½_å¸,445100,4,0,0,0,2020/2/4
